NP Entry ID,Study ID,Title,NP without modification,Surface modification,SizeDLS,Zeta potential,Incubation protein source,Incubation plasma concentration,Incubation NP concentration,Centrifugation speed,Centrifugation time,Certrifugation temperature,NP type,NP shape,Dispersion medium,PDI,Incubation culture,Incubation time,Incubation temperature,Centrifugation repetitions,ALB,C3,APOA2
A738,A70,Influence of Poly(ethylene glycol) Molecular Architecture on Particle Assembly and Ex Vivo Particle每Immune Cell Interactions in Human Blood,PEG,No Modification,N/A,-37.8,HP,100,N/A,N/A,N/A,N/A,Organic,Sphere,N/A,N/A,N/A,1,37,6,18.6015,1.0465,0.4988
A739,A70,Influence of Poly(ethylene glycol) Molecular Architecture on Particle Assembly and Ex Vivo Particle每Immune Cell Interactions in Human Blood,PEG,No Modification,N/A,-37.8,HP,100,N/A,N/A,N/A,N/A,Organic,Sphere,N/A,N/A,N/A,1,37,6,25.7672,1.0442,0.8204
A740,A70,Influence of Poly(ethylene glycol) Molecular Architecture on Particle Assembly and Ex Vivo Particle每Immune Cell Interactions in Human Blood,PEG,No Modification,N/A,-38.6,HP,100,N/A,N/A,N/A,N/A,Organic,Sphere,N/A,N/A,N/A,1,37,6,27.2205,1.0162,1.1616
A741,A70,Influence of Poly(ethylene glycol) Molecular Architecture on Particle Assembly and Ex Vivo Particle每Immune Cell Interactions in Human Blood,PEG,No Modification,N/A,-36.4,HP,100,N/A,N/A,N/A,N/A,Organic,Sphere,N/A,N/A,N/A,1,37,6,13.5832,0.9184,1.1745
A742,A71,Sulfidation of Ag and ZnO Nanomaterials Significantly Affects Protein Corona Composition: Implications for Human Exposure to Environmentally Aged Nanomaterials,Ag,No Modification,49.3,-8.05,Human BALF,100,1000,16000,20,4,Inorganic,Sphere,N/A,N/A,N/A,1,37,3,6.012887958,0.018490889,0
A743,A71,Sulfidation of Ag and ZnO Nanomaterials Significantly Affects Protein Corona Composition: Implications for Human Exposure to Environmentally Aged Nanomaterials,Ag,Sulfide,55.6,-19.55,Human BALF,100,1000,16000,20,4,Inorganic,Sphere,N/A,N/A,N/A,1,37,3,8.571185082,0.044653872,0
A744,A71,Sulfidation of Ag and ZnO Nanomaterials Significantly Affects Protein Corona Composition: Implications for Human Exposure to Environmentally Aged Nanomaterials,Zinc Oxide,No Modification,41.9,-22.24,Human BALF,100,1000,16000,20,4,Inorganic,Sphere,N/A,N/A,N/A,1,37,3,4.416585191,0.034514066,0
A745,A71,Sulfidation of Ag and ZnO Nanomaterials Significantly Affects Protein Corona Composition: Implications for Human Exposure to Environmentally Aged Nanomaterials,Zinc Oxide,Sulfide,71.4,-26.4,Human BALF,100,1000,16000,20,4,Inorganic,Sphere,N/A,N/A,N/A,1,37,3,7.892783431,0.059459852,0
A746,A71,Sulfidation of Ag and ZnO Nanomaterials Significantly Affects Protein Corona Composition: Implications for Human Exposure to Environmentally Aged Nanomaterials,Ag,No Modification,71.8,-8.05,Human BALF,100,1000,16000,20,4,Inorganic,Sphere,PBS,N/A,N/A,1,37,3,6.012887958,0.018490889,0
A747,A71,Sulfidation of Ag and ZnO Nanomaterials Significantly Affects Protein Corona Composition: Implications for Human Exposure to Environmentally Aged Nanomaterials,Ag,Sulfide,223.4,-19.55,Human BALF,100,1000,16000,20,4,Inorganic,Sphere,PBS,N/A,N/A,1,37,3,8.571185082,0.044653872,0
A748,A71,Sulfidation of Ag and ZnO Nanomaterials Significantly Affects Protein Corona Composition: Implications for Human Exposure to Environmentally Aged Nanomaterials,Zinc Oxide,No Modification,558.5,-22.24,Human BALF,100,1000,16000,20,4,Inorganic,Sphere,PBS,N/A,N/A,1,37,3,4.416585191,0.034514066,0
A749,A71,Sulfidation of Ag and ZnO Nanomaterials Significantly Affects Protein Corona Composition: Implications for Human Exposure to Environmentally Aged Nanomaterials,Zinc Oxide,Sulfide,654.3,-26.4,Human BALF,100,1000,16000,20,4,Inorganic,Sphere,PBS,N/A,N/A,1,37,3,7.892783431,0.059459852,0
A750,A72,Biological recognition of graphene nanoflakes,Graphite,No Modification,250,N/A,HP,100,N/A,1700,60,N/A,Carbon-Based,Flakes,N/A,N/A,N/A,1,37,3,10.02047216,2.414117269,2.534513073
