Publication_year,NPmaterials,NPshape,Coated,Charge,Pegylation,Uptakepathway,Toxicity,Immuneresponse,Otherbiologicaleffect,PCmethods,Incubationcondition,PCprotein
2020,Others,Nanosheets,Coated,Unknown,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Anticancer,Proteomics,Plasma,Albumin
2020,Carbon,Nanosheets,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Enzymes,Fluorescence,Others,Others
2020,Magnetic,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Stability,Spectrum,Serum,Albumin
2020,Silicon,Others,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Cytokines,Biodistribution,Spectrum,Medium,Lipoprotein
2020,Quantum,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Stability,Fluorescence,Serum,Albumin
2020,Silicon,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Anticancer,Microscope,Plasma,Others
2020,Silver,Spherical,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Inflammation,Anticancer,Spectrum,Medium,Albumin
2020,Others,Nanosheets,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Complement,Therapy,Proteomics,Plasma,Albumin
2020,Quantum,Spherical,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Inflammation,Biodistribution,Fluorescence,Serum,Albumin
2020,Magnetic,Others,Unknown,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Anticancer,Wavelength,Bovine,Albumin
2020,Lipoplexes,Others,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Immune response,Biodistribution,Fluorescence,Plasma,Others
2020,Nanovesicles,Others,Unknown,Unknown,Unpegylated,Unknown,Unknown,Others,Others,Proteomics,Serum,Others
2020,Peptide,Others,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Targeting,Sdspage,Serum,Albumin
2020,Magnetic,Nanotubes,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Anticancer,Spectrum,Plasma,Fibrinogen
2020,Carbon,Nanotubes,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Complement,Biodistribution,Fluorescence,Plasma,Fibrinogen
2020,Colloids,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Microscope,Medium,Others
2020,Quantum,Spherical,Coated,Unknown,Unpegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Microscope,Serum,Lipoprotein
2020,Silver,Others,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Antibacterial,Proteomics,Bovine,Fibrinogen
2020,Magnetic,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Complement,Biodistribution,Proteomics,Serum,Albumin
2020,Gold,Nanosheets,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Biodistribution,Spectrum,Bovine,Albumin
2020,Oxidative,Amorphous,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Stability,Spectrum,Serum,Albumin
2020,Gold,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Antibacterial,Microscope,Medium,Albumin
2020,Others,Nanorods,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Complement,Biodistribution,Proteomics,Serum,Transferrin
2020,Others,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Stability,Fluorescence,Serum,Albumin
2020,Lipoplexes,Spherical,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Immune response,Anticancer,Sdspage,Plasma,Others
2020,Carbon,Others,Coated,Unknown,Unpegylated,Unknown,Unknown,Others,Biodistribution,Microscope,Plasma,Albumin
2020,Gold,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Monocytes,Anticancer,Fluorescence,Medium,Transferrin
2020,Others,Amorphous,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Biodistribution,Microscope,Serum,Albumin
2020,Lipoplexes,Spherical,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Fluorescence,Serum,Lipoprotein
2020,Others,Others,Unknown,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Immune response,Anticancer,Microscope,Serum,Albumin
2020,Others,Others,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Anticancer,Spectrum,Medium,Albumin
2020,Others,Others,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Immune response,Biodistribution,Microscope,Medium,Others
2020,Others,Nanorods,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Immune response,Anticancer,Microscope,Serum,Others
2020,Micelles,Nanotubes,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Biodistribution,Microscope,Medium,Albumin
2020,Gold,Nanotubes,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Dendritic cells,Stability,Spectrum,Medium,Others
2020,Carbon,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Complement,Biodistribution,Spectrum,Plasma,Fibrinogen
2020,Carbon,Nanosheets,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Serum,Albumin
2020,Agglomerates,Spherical,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Release,Fluorescence,Serum,Albumin
2020,Silver,Nanotubes,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Enzymes,Spectrum,Bovine,Albumin
2020,Silicon,Others,Unknown,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Release,Microscope,Medium,Others
2020,Others,Spherical,Unknown,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Macrophages,Enzymes,Spectrum,Bovine,Albumin
2020,Silver,Nanotubes,Coated,Unknown,Unpegylated,Endocytosis,Unknown,Macrophages,Therapy,Sdspage,Serum,Others
2020,Gold,Others,Unknown,Neutral,Unpegylated,Unknown,Unknown,Others,Anticancer,Others,Others,Others
2020,Gold,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Targeting,Fluorescence,Serum,Albumin
2020,Others,Others,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Complement,Release,Proteomics,Plasma,Others
2020,Magnetic,Nanosheets,Coated,Positive charge,Unpegylated,Unknown,Unknown,Immune response,Biodistribution,Spectrum,Serum,Albumin
2020,Carbon,Nanotubes,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Spectrum,Medium,Others
2020,Silver,Amorphous,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Antibacterial,Sdspage,Plasma,Albumin
2020,Others,Amorphous,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Enzymes,Fluorescence,Serum,Fibrinogen
2020,Silicon,Nanosheets,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Enzymes,Spectrum,Bovine,Albumin
2020,Silicon,Spherical,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Immune response,Biodistribution,Spectrum,Serum,Albumin
2020,Gold,Nanotubes,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Stability,Spectrum,Serum,Albumin
2020,Others,Spherical,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Therapy,Fluorescence,Serum,Albumin
2020,Gold,Nanorods,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Spectrum,Serum,Fibrinogen
2020,Lipoplexes,Others,Unknown,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Plasma,Lipoprotein
2020,Lipoplexes,Others,Coated,Neutral,Unpegylated,Unknown,Unknown,Others,Biodistribution,Spectrum,Medium,Others
2020,Silver,Others,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Antibacterial,Microscope,Plasma,Others
2020,Gold,Nanorods,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Fluorescence,Serum,Albumin
2020,Magnetic,Spherical,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Anticancer,Fluorescence,Medium,Others
2020,Gold,Nanorods,Unknown,Negative charge,Unpegylated,Unknown,Unknown,Immune response,Release,Fluorescence,Serum,Albumin
2020,Others,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Anticancer,Microscope,Medium,Others
2020,Silicon,Others,Unknown,Positive charge,Unpegylated,Phagocytosis,Unknown,Others,Release,Spectrum,Bovine,Others
2020,Others,Nanotubes,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Anticancer,Fluorescence,Plasma,Albumin
2020,Gold,Others,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Immune response,Anticancer,Spectrum,Medium,Albumin
2020,Peptide,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Biodistribution,Spectrum,Plasma,Fibrinogen
2020,Others,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Targeting,Microscope,Serum,Fibrinogen
2020,Gold,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Anticancer,Spectrum,Bovine,Albumin
2020,Oxidative,Spherical,Unknown,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Release,Microscope,Plasma,Others
2021,Others,Others,Unknown,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Inflammation,Anticancer,Others,Serum,Others
2021,Others,Nanotubes,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Microscope,Serum,Albumin
2021,Peptide,Amorphous,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Complement,Biodistribution,Fluorescence,Medium,Transferrin
2021,Micelles,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Cytokines,Targeting,Microscope,Medium,Others
2021,Oxidative,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Biodistribution,Spectrum,Serum,Albumin
2021,Carbon,Nanotubes,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Biodistribution,Others,Medium,Fibrinogen
2021,Lipoplexes,Nanotubes,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Stability,Spectrum,Serum,Albumin
2021,Virus,Others,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Stability,Microscope,Others,Others
2021,Carbon,Nanosheets,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Release,Spectrum,Medium,Others
2021,Others,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Spectrum,Serum,Albumin
2021,Micelles,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Fluorescence,Serum,Albumin
2021,Peptide,Nanotubes,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Release,Microscope,Medium,Albumin
2021,Lipoplexes,Others,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Biodistribution,Fluorescence,Medium,Lipoprotein
2021,Peptide,Nanotubes,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Release,Fluorescence,Serum,Albumin
2021,Gold,Spherical,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Biodistribution,Fluorescence,Serum,Albumin
2021,Others,Amorphous,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Inflammation,Biodistribution,Microscope,Medium,Albumin
2021,Silver,Others,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Antibacterial,Fluorescence,Serum,Albumin
2021,Others,Spherical,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Complement,Targeting,Others,Serum,Albumin
2021,Silver,Others,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Icpms,Serum,Others
2021,Gold,Nanorods,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Biodistribution,Microscope,Medium,Albumin
2021,Others,Nanosheets,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Spectrum,Serum,Albumin
2021,Lipoplexes,Spherical,Coated,Negative charge,Unpegylated,Unknown,Unknown,Others,Stability,Spectrum,Plasma,Lipoprotein
2021,Others,Others,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Dendritic cells,Targeting,Microscope,Serum,Albumin
2021,Micelles,Others,Coated,Unknown,Unpegylated,Endocytosis,Unknown,Macrophages,Biodistribution,Microscope,Serum,Albumin
2021,Agglomerates,Others,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Enzymes,Fluorescence,Medium,Others
2021,Nanoplastics,Others,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Immune response,Stability,Microscope,Serum,Albumin
2021,Oxidative,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Release,Fluorescence,Medium,Albumin
2021,Others,Nanostars,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Targeting,Proteomics,Serum,Albumin
2021,Silver,Nanorods,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Therapy,Spectrum,Serum,Albumin
2021,Polystyrene,Others,Coated,Negative charge,Unpegylated,Unknown,Unknown,Inflammation,Anticancer,Sdspage,Plasma,Others
2021,Magnetic,Others,Unknown,Unknown,Unpegylated,Unknown,Unknown,Others,Anticancer,Proteomics,Plasma,Others
2021,Lipoplexes,Others,Coated,Negative charge,Unpegylated,Unknown,Unknown,Others,Anticancer,Sdspage,Plasma,Others
2021,Silicon,Spherical,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Biodistribution,Spectrum,Serum,Albumin
2021,Silicon,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Microscope,Serum,Albumin
2021,Oxidative,Nanotubes,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Enzymes,Spectrum,Medium,Albumin
2021,Others,Nanosheets,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Fluorescence,Serum,Albumin
2021,Silver,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Complement,Anticancer,Proteomics,Serum,Lipoprotein
2021,Others,Nanosheets,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Anticancer,Spectrum,Others,Others
2021,Others,Nanotubes,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Antibacterial,Microscope,Others,Others
2021,Agglomerates,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Enzymes,Fluorescence,Plasma,Albumin
2021,Colloids,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Medium,Others
2021,Oxidative,Others,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Stability,Fluorescence,Serum,Albumin
2021,Oxidative,Spherical,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Release,Sdspage,Medium,Fibrinogen
2021,Carbon,Nanotubes,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Proteomics,Bovine,Fibrinogen
2021,Gold,Others,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Immune response,Anticancer,Spectrum,Plasma,Others
2021,Micelles,Spherical,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Anticancer,Microscope,Medium,Albumin
2021,Others,Others,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Inflammation,Biodistribution,Microscope,Plasma,Albumin
2021,Oxidative,Nanosheets,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Others,Antibacterial,Microscope,Serum,Albumin
2021,Others,Spherical,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Others,Stability,Microscope,Serum,Others
2021,Others,Nanorods,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Fluorescence,Serum,Albumin
2021,Nanoplastics,Others,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Stability,Fluorescence,Serum,Albumin
2021,Virus,Spherical,Coated,Negative charge,Unpegylated,Endocytosis,Unknown,Immune response,Enzymes,Proteomics,Bovine,Others
2021,Others,Nanorods,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Biodistribution,Microscope,Medium,Others
2021,Oxidative,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Enzymes,Others,Serum,Albumin
2021,Virus,Spherical,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Others,Stability,Fluorescence,Medium,Others
2021,Carbon,Nanotubes,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Fluorescence,Medium,Albumin
2021,Magnetic,Others,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Others,Therapy,Icpms,Serum,Albumin
2021,Gold,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Therapy,Spectrum,Serum,Transferrin
2021,Zwitterionic,Nanosheets,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Others,Plasma,Lipoprotein
2021,Peptide,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Complement,Biodistribution,Spectrum,Serum,Albumin
2021,Silver,Nanotubes,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Fluorescence,Serum,Albumin
2021,Others,Others,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Immune response,Anticancer,Fluorescence,Others,Others
2021,Gold,Others,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Anticancer,Spectrum,Bovine,Others
2021,Polystyrene,Nanotubes,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Fluorescence,Bovine,Albumin
2021,Peptide,Nanosheets,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Cytokines,Biodistribution,Spectrum,Medium,Lipoprotein
2021,Peptide,Others,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Biodistribution,Proteomics,Plasma,Albumin
2021,Colloids,Others,Unknown,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Complement,Enzymes,Microscope,Medium,Others
2021,Lipoplexes,Others,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Immune response,Anticancer,Fluorescence,Medium,Others
2021,Silicon,Spherical,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Inflammation,Biodistribution,Fluorescence,Serum,Lipoprotein
2021,Micelles,Spherical,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Release,Spectrum,Others,Others
2021,Lipoplexes,Nanorods,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Macrophages,Antibacterial,Microscope,Serum,Transferrin
2021,Silver,Spherical,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Biodistribution,Microscope,Bovine,Albumin
2021,Peptide,Others,Coated,Negative charge,Unpegylated,Unknown,Unknown,Complement,Targeting,Proteomics,Serum,Albumin
2021,Lipoplexes,Nanotubes,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Microscope,Medium,Others
2021,Others,Spherical,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Anticancer,Spectrum,Plasma,Others
2021,Virus,Nanorods,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Immune response,Biodistribution,Microscope,Serum,Others
2021,Peptide,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Release,Spectrum,Bovine,Fibrinogen
2021,Quantum,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Biodistribution,Spectrum,Serum,Albumin
2021,Carbon,Nanotubes,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Stability,Proteomics,Plasma,Transferrin
2021,Others,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Anticancer,Spectrum,Plasma,Others
2021,Micelles,Others,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Dendritic cells,Enzymes,Spectrum,Serum,Others
2021,Gold,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Spectrum,Bovine,Albumin
2021,Micelles,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Targeting,Sdspage,Plasma,Albumin
2021,Micelles,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Release,Spectrum,Bovine,Albumin
2021,Gold,Nanorods,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Stability,Spectrum,Serum,Albumin
2021,Micelles,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Complement,Biodistribution,Fluorescence,Medium,Lipoprotein
2021,Silver,Spherical,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Inflammation,Antibacterial,Microscope,Serum,Albumin
2021,Magnetic,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Others,Albumin
2021,Virus,Nanostars,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Targeting,Fluorescence,Serum,Others
2021,Others,Nanosheets,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Complement,Anticancer,Proteomics,Plasma,Transferrin
2021,Silver,Others,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Others,Microscope,Medium,Others
2021,Others,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Complement,Biodistribution,Spectrum,Serum,Albumin
2021,Virus,Spherical,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Targeting,Fluorescence,Plasma,Others
2021,Virus,Nanosheets,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Cytokines,Therapy,Microscope,Medium,Others
2021,Others,Others,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Medium,Others
2021,Micelles,Others,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Medium,Transferrin
2021,Others,Spherical,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Others,Medium,Albumin
2021,Others,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Complement,Enzymes,Proteomics,Plasma,Albumin
2021,Agglomerates,Others,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Stability,Spectrum,Medium,Albumin
2021,Others,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Biodistribution,Proteomics,Plasma,Others
2021,Micelles,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Complement,Biodistribution,Spectrum,Serum,Others
2021,Others,Spherical,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Enzymes,Spectrum,Medium,Others
2021,Others,Others,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Macrophages,Biodistribution,Microscope,Medium,Others
2021,Others,Amorphous,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Antibacterial,Microscope,Bovine,Albumin
2021,Others,Nanostars,Unknown,Positive charge,Unpegylated,Endocytosis,Unknown,Macrophages,Anticancer,Spectrum,Medium,Others
2021,Carbon,Others,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Anticancer,Fluorescence,Serum,Albumin
2021,Peptide,Spherical,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Biodistribution,Others,Serum,Albumin
2021,Micelles,Others,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Targeting,Spectrum,Others,Others
2021,Gold,Nanosheets,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Complement,Others,Others,Serum,Albumin
2021,Others,Spherical,Coated,Negative charge,Unpegylated,Exocytosis,Cytotoxicity,Others,Anticancer,Spectrum,Plasma,Albumin
2021,Others,Others,Coated,Negative charge,Unpegylated,Unknown,Unknown,Immune response,Others,Sdspage,Serum,Others
2021,Agglomerates,Others,Coated,Negative charge,Unpegylated,Exocytosis,Cytotoxicity,Monocytes,Release,Proteomics,Plasma,Fibrinogen
2021,Others,Spherical,Coated,Negative charge,Unpegylated,Unknown,Unknown,Others,Biodistribution,Spectrum,Plasma,Others
2021,Gold,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Bovine,Albumin
2021,Silver,Spherical,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Enzymes,Fluorescence,Serum,Albumin
2021,Silicon,Spherical,Coated,Negative charge,Unpegylated,Unknown,Unknown,Others,Biodistribution,Spectrum,Serum,Albumin
2021,Agglomerates,Nanostars,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Others,Antibacterial,Microscope,Others,Others
2021,Agglomerates,Others,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Stability,Spectrum,Bovine,Albumin
2021,Gold,Nanosheets,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Targeting,Spectrum,Plasma,Fibrinogen
2021,Quantum,Nanosheets,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Fluorescence,Serum,Albumin
2021,Lipoplexes,Others,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Complement,Biodistribution,Fluorescence,Serum,Others
2021,Agglomerates,Nanosheets,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Microscope,Serum,Albumin
2021,Micelles,Others,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Monocytes,Antibacterial,Fluorescence,Plasma,Albumin
2021,Others,Amorphous,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Release,Icpms,Serum,Others
2021,Gold,Spherical,Coated,Unknown,Unpegylated,Endocytosis,Cytotoxicity,Others,Biodistribution,Microscope,Serum,Others
2021,Lipoplexes,Spherical,Coated,Neutral,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Serum,Lipoprotein
2021,Lipoplexes,Others,Unknown,Negative charge,Unpegylated,Unknown,Unknown,Others,Biodistribution,Microscope,Medium,Lipoprotein
2021,Carbon,Amorphous,Coated,Unknown,Unpegylated,Endocytosis,Cytotoxicity,Macrophages,Stability,Microscope,Medium,Transferrin
2021,Lipoplexes,Others,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Targeting,Sdspage,Serum,Lipoprotein
2021,Micelles,Others,Coated,Negative charge,Unpegylated,Unknown,Unknown,Others,Others,Sdspage,Bovine,Others
2021,Gold,Others,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Macrophages,Anticancer,Spectrum,Medium,Others
2021,Others,Spherical,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Serum,Albumin
2021,Silicon,Nanotubes,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Complement,Stability,Microscope,Plasma,Fibrinogen
2021,Others,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Anticancer,Spectrum,Plasma,Lipoprotein
